asignatura,año,tipo,ccaa,link,operativo
Historia de España,2023,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2023_historia_espana.zip,si
Historia de España,2023,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2023_historia_filosofia.zip,si
Historia de España,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_historia_arte.zip,si
Historia de España,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_historia_espana.zip,si
Historia de España,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_historia_filosofia.zip,si
Historia de España,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_historia_musica.zip,si
Historia de España,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_historia_arte.zip,si
Historia de España,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_historia_espana.zip,si
Historia de España,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_historia_filosofia.zip,si
Historia de España,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_historia_musica.zip,si
Inglés,2015,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2015_ingles.zip,si
Inglés,2016,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2016_ingles.zip,si
Inglés,2017,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2017_ingles.zip,si
Inglés,2018,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2018_ingles.zip,si
Inglés,2019,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2019_ingles.zip,si
Inglés,2020,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2020_ingles.zip,si
Inglés,2021,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2021_ingles.zip,si
Inglés,2022,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2022_ingles.zip,si
Inglés,2023,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2023_ingles.zip,si
Inglés,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_ingles.zip,si
Inglés,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_ingles.zip,si
Italiano,2015,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2015_italiano.zip,si
Italiano,2016,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2016_italiano.zip,si
Italiano,2017,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2017_italiano.zip,si
Italiano,2018,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2018_italiano.zip,si
Italiano,2019,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2019_italiano.zip,si
Italiano,2020,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2020_italiano.zip,si
Italiano,2021,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2021_italiano.zip,si
Italiano,2022,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2022_italiano.zip,si
Italiano,2023,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2023_italiano.zip,si
Italiano,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_italiano.zip,si
Italiano,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_italiano.zip,si
Latín II,2015,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2015_latin.zip,si
Latín II,2016,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2016_latin.zip,si
Latín II,2017,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2017_latin.zip,si
Latín II,2018,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2018_latin.zip,si
Latín II,2019,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2019_latin.zip,si
Latín II,2020,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2020_latin.zip,si
Latín II,2021,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2021_latin.zip,si
Latín II,2022,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2022_latin.zip,si
Latín II,2023,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2023_latin.zip,si
Latín II,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_latin.zip,si
Latín II,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_latin.zip,si
Lengua Castellana y Literatura,2015,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2015_lengua_castellana.zip,si
Lengua Castellana y Literatura,2016,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2016_lengua_castellana.zip,si
Lengua Castellana y Literatura,2017,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2017_lengua_castellana.zip,si
Lengua Castellana y Literatura,2018,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2018_lengua_castellana.zip,si
Lengua Castellana y Literatura,2019,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2019_lengua_castellana.zip,si
Lengua Castellana y Literatura,2020,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2020_lengua_castellana.zip,si
Lengua Castellana y Literatura,2021,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2021_lengua_castellana.zip,si
Lengua Castellana y Literatura,2022,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2022_lengua_castellana.zip,si
Lengua Castellana y Literatura,2023,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2023_lengua_castellana.zip,si
Lengua Castellana y Literatura,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_lengua_castellana.zip,si
Lengua Castellana y Literatura,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_lengua_castellana.zip,si
Literatura Dramática,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_literatura_dramatica.zip,si
Literatura Dramática,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_literatura_dramatica.zip,si
Matemáticas II,2015,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2015_matematicas.zip,si
Matemáticas II,2015,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2015_matematicas_aplicadas.zip,si
Matemáticas II,2016,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2016_matematicas.zip,si
Matemáticas II,2016,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2016_matematicas_aplicadas.zip,si
Matemáticas II,2017,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2017_matematicas.zip,si
Matemáticas II,2017,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2017_matematicas_aplicadas.zip,si
Matemáticas II,2018,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2018_matematicas.zip,si
Matemáticas II,2018,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2018_matematicas_aplicadas.zip,si
Matemáticas II,2019,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2019_matematicas.zip,si
Matemáticas II,2019,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2019_matematicas_aplicadas.zip,si
Matemáticas II,2020,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2020_matematicas.zip,si
Matemáticas II,2020,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2020_matematicas_aplicadas.zip,si
Matemáticas II,2021,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2021_matematicas.zip,si
Matemáticas II,2021,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2021_matematicas_aplicadas.zip,si
Matemáticas II,2022,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2022_matematicas.zip,si
Matemáticas II,2022,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2022_matematicas_aplicadas.zip,si
Matemáticas II,2023,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2023_matematicas.zip,si
Matemáticas II,2023,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2023_matematicas_aplicadas.zip,si
Matemáticas II,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_matematicas.zip,si
Matemáticas II,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_matematicas_aplicadas.zip,si
Matemáticas II,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_matematicas.zip,si
Matemáticas II,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_matematicas_aplicadas.zip,si
Movimientos Culturales y Artísticos,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_movimientos_culturales.zip,si
Movimientos Culturales y Artísticos,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_movimientos_culturales.zip,si
Portugués,2015,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2015_portugues.zip,si
Portugués,2016,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2016_portugues.zip,si
Portugués,2017,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2017_portugues.zip,si
Portugués,2018,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2018_portugues.zip,si
Portugués,2019,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2019_portugues.zip,si
Portugués,2020,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2020_portugues.zip,si
Portugués,2021,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2021_portugues.zip,si
Portugués,2022,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2022_portugues.zip,si
Portugués,2023,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2023_portugues.zip,si
Portugués,2024,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2024_portugues.zip,si
Portugués,2025,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2025_portugues.zip,si
Química,2015,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2015_quimica.zip,si
Química,2016,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2016_quimica.zip,si
Química,2017,Ordinaria,Andalucía,https://www.juntadeandalucia.es/economiaconocimientoempresasyuniversidad/sguit/examanes_anios_anteriores/selectividad/sel_2017_quimica.zip,si
