carrera,titulacion,universidad,provincia,modalidad,nota_corte,tipo_centro,duracion,precio_primer_curso,nota_corte_num
Magisterio Especialidad De Educacion Infantil,Doble Grado en Educación Infantil + Educación Primaria,Universidad de Las Palmas de Gran Canaria,Islas Canarias,Presencial,"12,504",Universidad Pública,"5,0 años",no disponible,12.504
Magisterio Especialidad De Educacion Infantil,Doble Grado en Educación Infantil + Educación Primaria,Universidad Rey Juan Carlos,Madrid,Presencial,"12,225",Universidad Pública,"5,0 años",1.398 €,12.225
Magisterio Especialidad De Educacion Infantil,Doble Grado en Maestro en Educación Infantil + Educación Primaria,Universidade de Santiago de Compostela,A Coruña,Presencial,"12,012",Universidad Pública,"5,0 años",740 €,12.012
Magisterio Especialidad De Educacion Infantil,Grado en Maestro en Educación Infantil + Maestro en Educación Primaria,Universidad Complutense de Madrid,Madrid,Presencial,"11,746",Universidad Pública,"5,0 años",no disponible,11.746
Magisterio Especialidad De Educacion Infantil,Doble Grado en Maestro en Educación Infantil + Educación Primaria,Universidade de Santiago de Compostela,Lugo,Presencial,"11,618",Universidad Pública,"5,0 años",no disponible,11.618
Magisterio Especialidad De Educacion Infantil,Doble Grado en Magisterio en Educación Infantil + Magisterio en Educación Primaria,Universidad de Cantabria,Cantabria,Presencial,"11,534",Universidad Pública,"5,0 años",725 €,11.534
Magisterio Especialidad De Educacion Infantil,Doble Grado en Educación Infantil + Educación Primaria,Universidad de Almería,Almería,Presencial,"11,456",Universidad Pública,"5,0 años",908 €,11.456
Magisterio Especialidad De Educacion Infantil,Doble Grado en Maestro en Educación Infantil + Maestro en Educación Primaria,Universitat de Barcelona,Barcelona,Presencial,"11,343",Universidad Pública,"5,0 años",1.168 €,11.343
Magisterio Especialidad De Educacion Infantil,Doble Grado en Maestro en Educación Infantil + Maestro en Educación Primaria (Programa Internacional),Universidad Pública de Navarra,Navarra,Presencial,"11,280",Universidad Pública,"5,0 años",1.104 €,11.28
Magisterio Especialidad De Educacion Infantil,Doble Grado en Educación Primaria + Educación Infantil,Universitat Autònoma de Barcelona,Barcelona,Presencial,"11,260",Universidad Pública,"5,0 años",1.061 €,11.26
Magisterio Especialidad De Educacion Infantil,Doble Grado en Maestro en Educación Infantil + Maestro en Educación Primaria,Universidad Pública de Navarra,Navarra,Presencial,"11,234",Universidad Pública,"5,0 años",1.104 €,11.234
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidad de Sevilla,Sevilla,Presencial,"10,936",Universidad Pública,"4,0 años",757 €,10.936
Magisterio Especialidad De Educacion Infantil,Doble Grado en Maestro en Educación Infantil + Maestro en Educación Primaria,Universidad Autónoma de Madrid,Madrid,Presencial,"10,910",Universidad Pública,"5,0 años",no disponible,10.91
Magisterio Especialidad De Educacion Infantil,Doble Grado en Magisterio de Educación Infantil + Magisterio de Educación Primaria (Guadalajara),Universidad de Alcalá,Guadalajara,Presencial,"10,753",Universidad Pública,"5,0 años",no disponible,10.753
Magisterio Especialidad De Educacion Infantil,Doble Grado en Maestro en Educación Primaria + Maestro en Educación Infantil,Universidad de Castilla - La Mancha,Albacete,Presencial,"10,528",Universidad Pública,"5,0 años",no disponible,10.528
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidad de Murcia,Murcia,Presencial,"10,433",Universidad Pública,"4,0 años",863 €,10.433
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidad de Las Palmas de Gran Canaria,Las Palmas,Presencial,"10,173",Universidad Pública,"4,0 años",610 €,10.173
Magisterio Especialidad De Educacion Infantil,Doble Grado en Maestro de Educación Infantil + Maestro de Educación Primaria,Universitat de les Illes Balears,Baleares,Presencial,"10,050",Universidad Pública,"5,0 años",no disponible,10.05
Magisterio Especialidad De Educacion Infantil,Programa de Estudios Conjunto de Grado en Educación Primaria y Grado en Educación Infantil,Universidad de Valladolid,Palencia,Presencial,"10,011",Universidad Pública,"5,0 años",950 €,10.011
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil (Euskera),Universidad del País Vasco,Vizcaya,Presencial,"9,912",Universidad Pública,"4,0 años",823 €,9.912
Magisterio Especialidad De Educacion Infantil,Grado en Maestro en Educación Infantil + Pedagogía,Universidad Complutense de Madrid,Madrid,Presencial,"9,911",Universidad Pública,"5,0 años",no disponible,9.911
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidad del País Vasco,Guipúzcoa,Presencial,"9,844",Universidad Pública,"4,0 años",823 €,9.844
Magisterio Especialidad De Educacion Infantil,Grado en Maestro en Educación Infantil,Universidade de Santiago de Compostela,A Coruña,Presencial,"9,752",Universidad Pública,"4,0 años",591 €,9.752
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidad de Málaga,Málaga,Presencial,"9,750",Universidad Pública,"4,0 años",757 €,9.75
Magisterio Especialidad De Educacion Infantil,Grado en Magisterio en Educación Infantil,Universidad de Zaragoza,Zaragoza,Presencial,"9,723",Universidad Pública,"4,0 años",931 €,9.723
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidad del País Vasco,Vizcaya,Presencial,"9,610",Universidad Pública,"4,0 años",823 €,9.61
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidad del País Vasco,Álava,Presencial,"9,504",Universidad Pública,"4,0 años",823 €,9.504
Magisterio Especialidad De Educacion Infantil,Grado en Maestro en Educación Infantil,Universidad Complutense de Madrid,Madrid,Presencial,"9,460",Universidad Pública,"4,0 años",1.015 €,9.46
Magisterio Especialidad De Educacion Infantil,Doble Grado en Educación Infantil + Educación Primaria,Universitat de Girona,Girona,Presencial,"9,400",Universidad Pública,"5,0 años",1.061 €,9.4
Magisterio Especialidad De Educacion Infantil,Grado en Maestro en Educación Infantil,Universitat de València,Valencia,Presencial,"9,362",Universidad Pública,"4,0 años",767 €,9.362
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidade da Coruña,A Coruña,Presencial,"9,300",Universidad Pública,"4,0 años",591 €,9.3
Magisterio Especialidad De Educacion Infantil,Grado en Maestro en Educación Infantil,Universidad de La Laguna,Tenerife,Presencial,"9,290",Universidad Pública,"4,0 años",610 €,9.29
Magisterio Especialidad De Educacion Infantil,Doble Grado en Educación Infantil + Educación Primaria,Universitat de Lleida,LLeida,Presencial,"9,278",Universidad Pública,"5,0 años",1.309 €,9.278
Magisterio Especialidad De Educacion Infantil,Grado en Maestro Educación Infantil,Universidad de Oviedo,Asturias,Presencial,"9,230",Universidad Pública,"4,0 años",738 €,9.23
Magisterio Especialidad De Educacion Infantil,Grado en Maestro o Maestra en Educación Infantil,Universitat Jaume I,Castellón,Presencial,"9,214",Universidad Pública,"4,0 años",767 €,9.214
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidad Rey Juan Carlos,Madrid,Presencial,"9,211",Universidad Pública,"4,0 años",1.015 €,9.211
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidad Rey Juan Carlos,Madrid,Presencial,"9,210",Universidad Pública,"4,0 años",1.015 €,9.21
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universidade de Vigo,Pontevedra,Presencial,"9,154",Universidad Pública,"4,0 años",591 €,9.154
Magisterio Especialidad De Educacion Infantil,Grado en Magisterio en Educación Infantil,Universidad Autónoma de Madrid,Madrid,Presencial,"9,150",Universidad Pública,"4,0 años",1.015 €,9.15
Magisterio Especialidad De Educacion Infantil,Grado en Educación Infantil,Universitat Autònoma de Barcelona,Barcelona,Presencial,"9,134",Universidad Pública,"4,0 años",1.061 €,9.134
Magisterio Especialidad De Educacion Infantil,Grado en Maestro de Educación Infantil,Universidad de Salamanca,Salamanca,Presencial,"9,091",Universidad Pública,"4,0 años",734 €,9.091
Magisterio Especialidad De Educacion Infantil,Grado en Magisterio en Educación Infantil,Universidad de Cantabria,Cantabria,Presencial,"9,059",Universidad Pública,"4,0 años",647 €,9.059
Magisterio Especialidad De Educacion Infantil,Grado en Maestro en Educación Infantil,Universitat de Barcelona,Barcelona,Presencial,"9,050",Universidad Pública,"4,0 años",1.061 €,9.05
Magisterio Especialidad De Educacion Infantil,Grado en Maestro en Educación Infantil (Programa Internacional),Universidad Pública de Navarra,Navarra,Presencial,"8,994",Universidad Pública,"4,0 años",906 €,8.994
Magisterio Especialidad De Educacion Infantil,Doble Grado en Maestro en Educación Primaria + Maestro en Educación Infantil,Universidad de Castilla - La Mancha,Ciudad Real,Presencial,"8,920",Universidad Pública,"5,0 años",no disponible,8.92
Magisterio Especialidad De Educacion Infantil,Grado en Maestro de Educación Infantil,Universidad de Alicante,Alicante,Presencial,"8,896",Universidad Pública,"4,0 años",767 €,8.896
Magisterio Especialidad De Educacion Infantil,Grado en Magisterio de Educación Infantil,Universidad de Alcalá,Guadalajara,Presencial,"8,753",Universidad Pública,"4,0 años",1.015 €,8.753
Ingenieria Industrial,Doble Grado en Ciencia de Datos + Ingeniería de Organización Industrial,Universitat Politècnica de València,Valencia,Presencial,"13,370",Universidad Pública,"5,0 años",no disponible,13.37
Ingenieria Industrial,Doble Grado en Ingeniería Física + Ingeniería en Tecnologías Industriales,Universidad Carlos III de Madrid,Madrid,Presencial,"13,288",Universidad Pública,"6,0 años",1.720 €,13.288
Ingenieria Industrial,Grado en Ingeniería en Diseño Industrial y Desarrollo de Producto,Universidad Politécnica de Madrid,Madrid,Presencial,"12,414",Universidad Pública,"4,0 años",1.166 €,12.414
Ingenieria Industrial,Doble Grado en Ingeniería Mecánica + Ingeniería Electrónica Industrial y Automática,Universidad de Almería,Almería,Presencial,"11,447",Universidad Pública,"5,0 años",757 €,11.447
Ingenieria Industrial,Doble Grado en Ingeniería Mecánica + Ingeniería Electrónica Industrial y Automática,Universidad del País Vasco,Álava,Presencial,"10,742",Universidad Pública,"5,0 años",1.330 €,10.742
Ingenieria Industrial,Grado Abierto en Ingeniería Industrial,Universidade da Coruña,A Coruña,Presencial,"10,000",Universidad Pública,"4,0 años",836 €,10.0
Ingenieria Industrial,Grado Dual en Ingeniería Térmica,Universidad Pública de Navarra,Navarra,Presencial,"7,875",Universidad Pública,"4,0 años",1.283 €,7.875
Ingenieria Industrial,Grado en Ingeniería en Tecnología Industrial,Universidad del País Vasco,Vizcaya,Presencial,"6,498",Universidad Pública,"4,0 años",1.094 €,6.498
Ingenieria Industrial,Grado en Ingeniería Química Industrial,Universidad de Sevilla,Sevilla,Presencial,"6,117",Universidad Pública,"4,0 años",757 €,6.117
Ingenieria Industrial,Grado en Ingeniería Química Industrial,Universidad de Huelva,Huelva,Presencial,"5,000",Universidad Pública,"4,0 años",757 €,5.0
Ingenieria Industrial,Grado en Ingeniería Química Industrial,Universidad de Almería,Almería,Presencial,"5,000",Universidad Pública,"4,0 años",757 €,5.0
Ingenieria Industrial,Grado en Ingeniería Química Industrial,Universidad de Oviedo,Asturias,Presencial,"5,000",Universidad Pública,"4,0 años",738 €,5.0
Ingenieria Industrial,Grado en Ingeniería Química Industrial,Universidad de La Laguna,Tenerife,Presencial,"5,000",Universidad Pública,"4,0 años",875 €,5.0
Ingenieria Industrial,Grado en Ingeniería en Química Industrial,Universidade de Vigo,Pontevedra,Presencial,"5,000",Universidad Pública,"4,0 años",836 €,5.0
Ingenieria Industrial,Doble Grado en Ingeniería Mecánica + Ingeniería Electrónica Industrial y Automática,Universidad de Salamanca,Salamanca,Presencial,"5,000",Universidad Pública,"5,0 años",1.141 €,5.0
Ingenieria Industrial,Grado en Ingeniería de Procesos Químicos Industriales,Universidade de Santiago de Compostela,Lugo,Presencial,"5,000",Universidad Pública,"4,0 años",836 €,5.0
Ingenieria Civil,Doble grado en Matemáticas + Ingeniería Civil,Universitat Politècnica de València,Valencia,Presencial,"12,572",Universidad Pública,"5,0 años",no disponible,12.572
Ingenieria Civil,"PARS en Ingeniería de Caminos, Canales y Puertos (Grado en Ingeniería Civil + Máster Universitario en Ingeniería de Caminos, Canales y Puertos)",Universitat Politècnica de València,Valencia,Presencial,"11,763",Universidad Pública,"5,0 años",1.040 €,11.763
Ingenieria Civil,"Grado en Ingeniería Civil y Territorial + Máster Universitario en Ingeniería de Caminos, Canales y Puertos (Programa de Ingeniero/a de Caminos, Canales y Puertos)",Universidad Politécnica de Madrid,Madrid,Presencial,"11,614",Universidad Pública,"4,0 años",1.166 €,11.614
Ingenieria Civil,"Grado en Ingeniería Civil + Máster Universitario en Ingeniería de Caminos, Canales y Puertos (PARS Ingeniero/a de Caminos, Canales y Puertos)",Universitat Politècnica de Catalunya,Barcelona,Presencial,"10,978",Universidad Pública,"6,0 años",no disponible,10.978
Ingenieria Civil,Doble Grado Ingeniería Civil y Territorial y en Administración y Dirección de Empresas,Universidad Politécnica de Madrid,Madrid,Presencial,"10,900",Universidad Pública,"5,0 años",no disponible,10.9
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Sevilla,Sevilla,Presencial,"10,567",Universidad Pública,"4,0 años",757 €,10.567
Ingenieria Civil,Grado en Ingeniería Civil (Itinerario Bilingüe Internacional),Universidad de Cantabria,Cantabria,Presencial,"10,393",Universidad Pública,"4,0 años",872 €,10.393
Ingenieria Civil,Grado en Ingeniería Civil,Universitat Politècnica de València,Valencia,Presencial,"10,224",Universidad Pública,"4,0 años",1.040 €,10.224
Ingenieria Civil,Grado en Ingeniería Civil y Territorial,Universidad Politécnica de Madrid,Madrid,Presencial,"9,850",Universidad Pública,"4,0 años",1.166 €,9.85
Ingenieria Civil,Doble Grado en Ingeniería Civil + Arquitectura Técnica,Universidad del País Vasco,Guipúzcoa,Presencial,"9,600",Universidad Pública,"5,0 años",1.097 €,9.6
Ingenieria Civil,Doble Grado en Ingeniería Civil + Administración y Dirección de Empresas,Universidad de Granada,Granada,Presencial,"9,522",Universidad Pública,"5,0 años",no disponible,9.522
Ingenieria Civil,Grado en Ingeniería Civil y Territorial (Edificio Retiro),Universidad Politécnica de Madrid,Madrid,Presencial,"9,286",Universidad Pública,"4,0 años",1.166 €,9.286
Ingenieria Civil,"Grado en Ingeniería Civil + Máster en Ingeniería de Caminos, Canales y Puertos",Universidad Politécnica de Cartagena,Murcia,Presencial,"9,008",Universidad Pública,"4,0 años",no disponible,9.008
Ingenieria Civil,Grado en Ingeniería Civil,Universitat Politècnica de Catalunya,Barcelona,Presencial,"8,528",Universidad Pública,"4,0 años",1.108 €,8.528
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Alicante,Alicante,Presencial,"8,483",Universidad Pública,"4,0 años",1.040 €,8.483
Ingenieria Civil,Grado en Ingeniería Civil,Universidad del País Vasco,Guipúzcoa,Presencial,"7,962",Universidad Pública,"4,0 años",1.094 €,7.962
Ingenieria Civil,Grado en Ingeniería Civil,Universidad del País Vasco,Vizcaya,Presencial,"7,290",Universidad Pública,"4,0 años",1.094 €,7.29
Ingenieria Civil,Grado en Ingeniería Civil,Universidad Politécnica de Cartagena,Murcia,Presencial,"5,315",Universidad Pública,"4,0 años",1.007 €,5.315
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Cádiz,Cádiz,Presencial,"5,000",Universidad Pública,"4,0 años",757 €,5.0
Ingenieria Civil,Doble Grado en Ingeniería Civil + Ingeniería en Tecnologías Mineras,Universidad de Jaén,Jaén,Presencial,"5,000",Universidad Pública,"5,0 años",no disponible,5.0
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Córdoba,Córdoba,Presencial,"5,000",Universidad Pública,"4,0 años",757 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil - Hidrología,Universidad de Extremadura,Cáceres,Presencial,"5,000",Universidad Pública,"4,0 años",968 €,5.0
Ingenieria Civil,Grado Abierto: 5USC Ingenierías,Universidade de Santiago de Compostela,Lugo,Presencial,"5,000",Universidad Pública,"4,0 años",836 €,5.0
Ingenieria Civil,Doble Grado en Ingeniería Civil + Arquitectura Técnica,Universidad de Burgos,Burgos,Presencial,"5,000",Universidad Pública,"5,0 años",1.369 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil (Mención en construcciones civiles),Universidad de Cantabria,Cantabria,Presencial,"5,000",Universidad Pública,"4,0 años",872 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de La Laguna,Tenerife,Presencial,"5,000",Universidad Pública,"4,0 años",875 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil,Universidade de Santiago de Compostela,Lugo,Presencial,"5,000",Universidad Pública,"4,0 años",836 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Oviedo,Asturias,Presencial,"5,000",Universidad Pública,"4,0 años",738 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil - Mención en Hidrología,Universidad de Salamanca,Ávila,Presencial,"5,000",Universidad Pública,"4,0 años",1.014 €,5.0
Ingenieria Civil,"Grado en Tecnologías de Caminos, Canales y Puertos",Universitat Politècnica de Catalunya,Barcelona,Presencial,"5,000",Universidad Pública,"4,0 años",1.108 €,5.0
Ingenieria Civil,Doble Grado en Ingeniería Civil + Ingeniería de los Recursos Mineros y Energéticos (es posible estudiar uno de los dos grados en su itinerario bilingüe),Universidad de Oviedo,Asturias,Presencial,"5,000",Universidad Pública,"5,0 años",738 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Granada,Granada,Presencial,"5,000",Universidad Pública,"4,0 años",757 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Las Palmas de Gran Canaria,Las Palmas,Presencial,"5,000",Universidad Pública,"4,0 años",875 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Burgos,Burgos,Presencial,"5,000",Universidad Pública,"4,0 años",1.014 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil - Mención en Construcciones Civiles,Universidad de Salamanca,Zamora,Presencial,"5,000",Universidad Pública,"4,0 años",1.014 €,5.0
Ingenieria Civil,Doble Grado en Ingeniería Civil + Administración y Dirección de Empresas,Universidad de Córdoba,Córdoba,Presencial,"5,000",Universidad Pública,"5,0 años",no disponible,5.0
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Extremadura,Cáceres,Presencial,"5,000",Universidad Pública,"4,0 años",968 €,5.0
Ingenieria Civil,Doble Grado en Ingeniería Civil + Ingeniería de la Energía y Recursos Minerales,Universidad de Córdoba,Córdoba,Presencial,"5,000",Universidad Pública,"5,0 años",no disponible,5.0
Ingenieria Civil,Grado en Tecnología de la Ingeniería Civil,Universidade da Coruña,A Coruña,Presencial,"5,000",Universidad Pública,"4,0 años",836 €,5.0
Ingenieria Civil,Grado en Ciencia y Tecnología del Agua,Universidad Rey Juan Carlos,Madrid,Presencial,"5,000",Universidad Pública,"4,0 años",1.241 €,5.0
Ingenieria Civil,Grado en Ingeniería de Obras Públicas,Universidade da Coruña,A Coruña,Presencial,"5,000",Universidad Pública,"4,0 años",836 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil y Territorial,Universidad de Castilla - La Mancha,Ciudad Real,Presencial,"5,000",Universidad Pública,"4,0 años",1.132 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil,Universidad de Jaén,Jaén,Presencial,"5,000",Universidad Pública,"4,0 años",757 €,5.0
Ingenieria Civil,Doble Grado en Ingeniería Civil + Ingeniería de la Energía y Recursos Mineros,Universidad de Salamanca,Ávila,Presencial,"5,000",Universidad Pública,"6,0 años",1.141 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil - Construcciones Civiles,Universidad de Extremadura,Cáceres,Presencial,"5,000",Universidad Pública,"4,0 años",968 €,5.0
Ingenieria Civil,Grado en Ingeniería Civil,E.U. Politécnica La Almunia,Zaragoza,Presencial,"5,000",Centro Adscrito Público,"4,0 años",2.720 €,5.0
Ingenieria Electronica,Doble Grado en Física + Ingeniería Electrónica,Universidad del País Vasco,Vizcaya,Presencial,"12,874",Universidad Pública,"5,0 años",1.135 €,12.874
Ingenieria Electronica,"Grado en Ingeniería Electrónica, Robótica y Mecatrónica (Interuniversitario UMA-US)",Universidad de Sevilla,Sevilla,Presencial,"12,207",Universidad Pública,"4,0 años",757 €,12.207
Ingenieria Electronica,Doble Grado en Ingeniería Mecánica + Ingeniería Electrónica Industrial y Automática,Universidad del País Vasco,Guipúzcoa,Presencial,"12,162",Universidad Pública,"5,0 años",1.097 €,12.162
Ingenieria Electronica,Doble Grado en Ingeniería Biomédica + Ingeniería Electrónica Industrial y Automática,Universidad Politécnica de Cartagena,Murcia,Presencial,"12,000",Universidad Pública,"5,0 años",no disponible,12.0
Ingenieria Electronica,Doble Grado en Ingeniería Eléctrica + Ingeniería Electrónica Industrial y Automática,Universidad Politécnica de Madrid,Madrid,Presencial,"11,514",Universidad Pública,"5,0 años",no disponible,11.514
Ingenieria Electronica,Doble Grado en Ingeniería Mecánica + Ingeniería Electrónica Industrial y Automática,Universidade de Vigo,Pontevedra,Presencial,"11,336",Universidad Pública,"5,0 años",836 €,11.336
Ingenieria Electronica,Grado en Ingeniería Electrónica,Universidad del País Vasco,Vizcaya,Presencial,"11,134",Universidad Pública,"4,0 años",1.094 €,11.134
Ingenieria Electronica,"Grado en Ingeniería Electrónica, Robótica y Mecatrónica",Universidad de Málaga,Málaga,Presencial,"11,093",Universidad Pública,"4,0 años",757 €,11.093
Ingenieria Electronica,Doble Grado en Ingeniería Biomédica + Ingeniería en Electrónica Industrial y Automática,Universidade de Vigo,Pontevedra,Presencial,"11,084",Universidad Pública,"5,0 años",836 €,11.084
Ingenieria Electronica,Doble Grado en Ingeniería Mecánica + Ingeniería Electrónica Industrial y Automática,Universidad de Burgos,Burgos,Presencial,"10,921",Universidad Pública,"5,0 años",1.255 €,10.921
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Automática,Universidad Carlos III de Madrid,Madrid,Presencial,"10,839",Universidad Pública,"4,0 años",1.166 €,10.839
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Automática,Universidad Politécnica de Madrid,Madrid,Presencial,"10,825",Universidad Pública,"4,0 años",1.166 €,10.825
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Automática,Universitat Politècnica de València,Valencia,Presencial,"10,674",Universidad Pública,"4,0 años",1.040 €,10.674
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial,Universidad de Granada,Granada,Presencial,"10,520",Universidad Pública,"4,0 años",757 €,10.52
Ingenieria Electronica,Grado en Ingeniería Electrónica y Automática Industrial,Universidad de Alcalá,Madrid,Presencial,"10,186",Universidad Pública,"4,0 años",1.166 €,10.186
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Automática,Universidad Rey Juan Carlos,Madrid,Presencial,"10,164",Universidad Pública,"4,0 años",1.166 €,10.164
Ingenieria Electronica,Doble Grado en Ingeniería Electrónica de Comunicaciones + Ingeniería Electrónica y Automática Industrial,Universidad de Alcalá,Madrid,Presencial,"9,591",Universidad Pública,"5,0 años",no disponible,9.591
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial,Universitat de València,Valencia,Presencial,"9,185",Universidad Pública,"4,0 años",1.040 €,9.185
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Autómatica,Universitat de les Illes Balears,Baleares,Presencial,"9,110",Universidad Pública,"4,0 años",1.071 €,9.11
Ingenieria Electronica,Doble Grado en Ingeniería Eléctrica + Ingeniería Electrónica Industrial y Automática,Universitat Rovira i Virgili,Tarragona,Presencial,"9,042",Universidad Pública,"4,0 años",1.371 €,9.042
Ingenieria Electronica,Doble Grado en Ingeniería Electrónica de Comunicaciones + Ingeniería Telemática,Universidad Politécnica de Madrid,Madrid,Presencial,"8,872",Universidad Pública,"5,0 años",no disponible,8.872
Ingenieria Electronica,Ingeniería Electrónica de Telecomunicación,Universitat Politècnica de Catalunya,Barcelona,Presencial,"8,869",Universidad Pública,"4,0 años",1.108 €,8.869
Ingenieria Electronica,Grado en Ingeniería Electrónica de Comunicaciones,Universidad Complutense de Madrid,Madrid,Presencial,"8,867",Universidad Pública,"4,0 años",1.166 €,8.867
Ingenieria Electronica,Doble Grado en Ingeniería Informática + Ingeniería Electrónica en Telecomunicación,Universitat Autònoma de Barcelona,Barcelona,Presencial,"8,708",Universidad Pública,"5,0 años",1.108 €,8.708
Ingenieria Electronica,Grado en Ingeniería Electrónica de Comunicaciones,Universidad Politécnica de Madrid,Madrid,Presencial,"8,564",Universidad Pública,"4,0 años",1.166 €,8.564
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Automática,Universitat Politècnica de Catalunya,Barcelona,Presencial,"8,268",Universidad Pública,"4,0 años",1.108 €,8.268
Ingenieria Electronica,Doble Grado en Ingeniería Ingeniería Electrónica Industrial + Ingeniería Mecánica,Universidad de Jaén,Jaén,Presencial,"8,134",Universidad Pública,"5,0 años",no disponible,8.134
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Automática,Universitat Politècnica de Catalunya,Barcelona,Presencial,"8,096",Universidad Pública,"4,0 años",1.108 €,8.096
Ingenieria Electronica,Grado en Ingeniería Electrónica de Comunicaciones,Universidad de Alcalá,Madrid,Presencial,"8,070",Universidad Pública,"4,0 años",1.166 €,8.07
Ingenieria Electronica,Grado en Ingeniería Electrónica y Automática Industrial,Universidad Miguel Hernández de Elche,Alicante,Presencial,"7,929",Universidad Pública,"4,0 años",1.040 €,7.929
Ingenieria Electronica,Doble Grado en Ingeniería Eléctrica + Ingeniería Electrónica Industrial,Universidad de Sevilla,Sevilla,Presencial,"7,910",Universidad Pública,"5,0 años",757 €,7.91
Ingenieria Electronica,Grado en Ingeniería Electrónica de Telecomunicación,Universitat de Barcelona,Barcelona,Presencial,"7,870",Universidad Pública,"4,0 años",1.108 €,7.87
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Automática,Universidad de La Laguna,Tenerife,Presencial,"7,750",Universidad Pública,"4,0 años",875 €,7.75
Ingenieria Electronica,Grado en Ingeniería Eléctrica y Electrónica,Universidad Pública de Navarra,Navarra,Presencial,"7,710",Universidad Pública,"4,0 años",1.283 €,7.71
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial,Universidad de Sevilla,Sevilla,Presencial,"7,707",Universidad Pública,"4,0 años",757 €,7.707
Ingenieria Electronica,Grado en Ingeniería Electrónica de Telecomunicación,Universitat de València,Valencia,Presencial,"7,663",Universidad Pública,"4,0 años",1.040 €,7.663
Ingenieria Electronica,Grado en Ingeniería en Electrónica Industrial y Automática,Universidade de Vigo,Pontevedra,Presencial,"7,626",Universidad Pública,"4,0 años",836 €,7.626
Ingenieria Electronica,Grado en Ingeniería Electrónica de Telecomunicación,Universitat Autònoma de Barcelona,Barcelona,Presencial,"7,320",Universidad Pública,"4,0 años",1.108 €,7.32
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Automática,Universitat Politècnica de Catalunya,Barcelona,Presencial,"7,186",Universidad Pública,"4,0 años",1.108 €,7.186
Ingenieria Electronica,Doble Grado en Ingeniería Electrónica + Ingeniería Mecánica,Escola Universitària Salesiana de Sarrià,Barcelona,Presencial,"6,924",Centro Adscrito Privado,"5,0 años",7.620 €,6.924
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Automática,Universitat Politècnica de Catalunya,Barcelona,Presencial,"6,888",Universidad Pública,"4,0 años",1.108 €,6.888
Ingenieria Electronica,Grado en Ingeniería Electrónica Industrial y Autómatica,Universidad de Castilla - La Mancha,Toledo,Presencial,"6,790",Universidad Pública,"4,0 años",1.132 €,6.79
Ingenieria Electronica,Grado en Ingeniería Electrónica y Automática,Universidad de Zaragoza,Teruel,Presencial,"6,690",Universidad Pública,"4,0 años",1.190 €,6.69
Ingenieria Electronica,Grado en Ingeniería en Electrónica Industrial y Automática,Universitat de Lleida,LLeida,Presencial,"6,614",Universidad Pública,"4,0 años",1.108 €,6.614
